doc_id,file_name,title,local_path,page_count,table_number,table_title,start_printed_page,start_page_index,end_page_index,page_span_count,page_indexes,start_pdf_page,end_pdf_page,next_table_number,next_table_start_page_index,next_later_start_page_index,topic,geography,part_or_section,subentry_count,span_flags,needs_review
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,149,"Materials, States and Territories-All Dwellings",2225,176,176,1,176,177,177,150,177,177,Occupied Dwellings,States and Territories,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,151,"Materials, and Number of Inmates-Private Dwellings",2228,179,180,2,179 | 180,180,181,152,179,181,Occupied Dwellings,Australia,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,152,"Materials, and Number of Inmates-Dwellings other than Private",2228,179,180,2,179 | 180,180,181,153,179,181,Occupied Dwellings,Australia,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_next_table_start | same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,153,"Materials, and Number of Inmates-All Dwellings",2228,179,180,2,179 | 180,180,181,154,181,181,Occupied Dwellings,Australia,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,155,"Materials, and Number of Inmates, States and Territories-Private Dwellings",2231,182,182,1,182,183,183,156,182,183,Occupied Dwellings,States and Territories,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,156,"Materials, and Number of Inmates, States and Territories-Dwellings other than Private",2231,182,182,1,182,183,183,157,182,183,Occupied Dwellings,States and Territories,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_next_table_start | same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,157,"Materials, and Number of Inmates, States and Territories-All Dwellings",2231,182,182,1,182,183,183,158,183,183,Occupied Dwellings,States and Territories,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,158,Number of Rooms and Number of Inmates-Private Dwellings,2232,183,184,2,183 | 184,184,185,159,183,185,Occupied Dwellings,Australia,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,159,Number of Rooms and Number of Inmates-Dwellings other than Private,2232,183,184,2,183 | 184,184,185,160,185,185,Occupied Dwellings,Australia,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,160,Number of Rooms and Number of Inmates-All Dwellings,2234,185,185,1,185,186,186,161,185,186,Occupied Dwellings,Australia,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,161,"Inmates and Number of Rooms, States and Territories-Private Dwellings",2234,185,185,1,185,186,186,162,186,186,Occupied Dwellings,States and Territories,Section 13.-OCCUPIED DWELLINGS,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,166,Census Districts : Queensland,2249,200,200,1,200,201,201,167,200,201,"Population in Counties, Local Government Areas, etc.",Queensland,"Section 14.-POPULATION IN COUNTIES, LOCAL GOVERNMENT AREAS, ETC.",0,same_page_as_next_table_start,True
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,167,Statistical Districts : Western Australia,2249,200,200,1,200,201,201,168,201,201,"Population in Counties, Local Government Areas, etc.",Western Australia,"Section 14.-POPULATION IN COUNTIES, LOCAL GOVERNMENT AREAS, ETC.",0,same_page_as_previous_table_start,True
