doc_id,pdf_page,page_index,page_role,candidate_table_numbers,matched_table_numbers,visible_titles,warnings,image_path,review_decision,review_notes
1911_census_volume_iii_part_xi_life_tables,9,8,boundary_multiple_tables,5 | 4 | 6,4 | 5,"Commonwealth.—Female Life Table, 1891–1900—continued. | Commonwealth.—Male Life Table, 1901–1910",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0009_role_boundary_multiple_tables_cand_5_4_6_match_4_5.png,,
1911_census_volume_iii_part_xi_life_tables,11,10,boundary_multiple_tables,6 | 5 | 7,5 | 6,"Commonwealth.—Male Life Table, 1901–1910 | Commonwealth.—Female Life Table, 1901–1910",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0011_role_boundary_multiple_tables_cand_6_5_7_match_5_6.png,,
1911_census_volume_iii_part_xi_life_tables,14,13,boundary_multiple_tables,8 | 7 | 9,7 | 8,"New South Wales.—Male Life Table, 1881–90—continued. | New South Wales.—Female Life Table, 1881–90.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0014_role_boundary_multiple_tables_cand_8_7_9_match_7_8.png,,
1911_census_volume_iii_part_xi_life_tables,16,15,boundary_multiple_tables,9 | 8 | 10,8 | 9,"New South Wales.—Female Life Table, 1881–1890 | New South Wales.—Male Life Table, 1891–1900",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0016_role_boundary_multiple_tables_cand_9_8_10_match_8_9.png,,
1911_census_volume_iii_part_xi_life_tables,19,18,boundary_multiple_tables,11 | 10 | 12,10 | 11,"New South Wales.—Female Life Table, 1891–1900 | New South Wales.—Male Life Table, 1901–1910",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0019_role_boundary_multiple_tables_cand_11_10_12_match_10_11.png,,
1911_census_volume_iii_part_xi_life_tables,21,20,boundary_multiple_tables,12 | 11 | 13,11 | 12,"11.—NEW SOUTH WALES.—MALE LIFE TABLE, 1901-10—continued. | 12.—NEW SOUTH WALES.—FEMALE LIFE TABLE, 1901-10.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0021_role_boundary_multiple_tables_cand_12_11_13_match_11_12.png,,
1911_census_volume_iii_part_xi_life_tables,24,23,boundary_multiple_tables,14 | 13 | 15,13 | 14,"Victoria.—Male Life Table, 1881–1890 | Victoria.—Female Life Table, 1881–1890",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0024_role_boundary_multiple_tables_cand_14_13_15_match_13_14.png,,
1911_census_volume_iii_part_xi_life_tables,26,25,boundary_multiple_tables,15 | 14 | 16,14 | 15,"14.—VICTORIA.—FEMALE LIFE TABLE, 1881-90—continued. | 15.—VICTORIA.—MALE LIFE TABLE, 1891-1900.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0026_role_boundary_multiple_tables_cand_15_14_16_match_14_15.png,,
1911_census_volume_iii_part_xi_life_tables,29,28,boundary_multiple_tables,17 | 16 | 18,16 | 17,"16.—VICTORIA.—FEMALE LIFE TABLE, 1891–1900—continued. | 17.—VICTORIA.—MALE LIFE TABLE, 1900–10.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0029_role_boundary_multiple_tables_cand_17_16_18_match_16_17.png,,
1911_census_volume_iii_part_xi_life_tables,34,33,boundary_multiple_tables,20 | 19 | 21,19 | 20,"19.—QUEENSLAND.—MALE LIFE TABLE, 1881-90—continued. | 20.—QUEENSLAND.—FEMALE LIFE TABLE, 1881-90.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0034_role_boundary_multiple_tables_cand_20_19_21_match_19_20.png,,
1911_census_volume_iii_part_xi_life_tables,36,35,boundary_multiple_tables,21 | 20 | 22,20 | 21,"20.—QUEENSLAND.—FEMALE LIFE TABLE, 1881-90—continued. | 21.—QUEENSLAND.—MALE LIFE TABLE, 1891-1900.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0036_role_boundary_multiple_tables_cand_21_20_22_match_20_21.png,,
1911_census_volume_iii_part_xi_life_tables,39,38,boundary_multiple_tables,23 | 22 | 24,22 | 23,"22.—QUEENSLAND.—FEMALE LIFE TABLE, 1891-1900—continued. | 23.—QUEENSLAND.—MALE LIFE TABLE, 1901-10.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0039_role_boundary_multiple_tables_cand_23_22_24_match_22_23.png,,
1911_census_volume_iii_part_xi_life_tables,41,40,boundary_multiple_tables,24 | 23 | 25,23 | 24,"Queensland.—Male Life Table, 1901–10—continued. | Queensland.—Female Life Table, 1901–1910.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0041_role_boundary_multiple_tables_cand_24_23_25_match_23_24.png,,
1911_census_volume_iii_part_xi_life_tables,44,43,boundary_multiple_tables,26 | 25 | 27,25 | 26,"South Australia.—Male Life Table, 1881–1890—continued. | South Australia.—Female Life Table, 1881–90.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0044_role_boundary_multiple_tables_cand_26_25_27_match_25_26.png,,
1911_census_volume_iii_part_xi_life_tables,46,45,boundary_multiple_tables,27 | 26 | 28,27,"South Australia.—Male Life Table, 1891–1900",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0046_role_boundary_multiple_tables_cand_27_26_28_match_27.png,,
1911_census_volume_iii_part_xi_life_tables,49,48,boundary_multiple_tables,29 | 28 | 30,28 | 29,"South Australia.—Female Life Table, 1891–1900 | South Australia.—Male Life Table, 1901–1910",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0049_role_boundary_multiple_tables_cand_29_28_30_match_28_29.png,,
1911_census_volume_iii_part_xi_life_tables,51,50,boundary_multiple_tables,30 | 29 | 31,29 | 30,"29.—SOUTH AUSTRALIA.—MALE LIFE TABLE, 1901–10—continued. | 30.—SOUTH AUSTRALIA.—FEMALE LIFE TABLE, 1901–10.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0051_role_boundary_multiple_tables_cand_30_29_31_match_29_30.png,,
1911_census_volume_iii_part_xi_life_tables,54,53,boundary_multiple_tables,32 | 31 | 33,31 | 32,"Western Australia.—Male Life Table, 1881–90—continued. | Western Australia.—Female Life Table, 1881–90,",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0054_role_boundary_multiple_tables_cand_32_31_33_match_31_32.png,,
1911_census_volume_iii_part_xi_life_tables,59,58,boundary_multiple_tables,35 | 34 | 36,34 | 35,"34.—WESTERN AUSTRALIA.—FEMALE LIFE TABLE, 1891-1900—continued. | 35.—WESTERN AUSTRALIA.—MALE LIFE TABLE, 1901-10.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0059_role_boundary_multiple_tables_cand_35_34_36_match_34_35.png,,
1911_census_volume_iii_part_xi_life_tables,61,60,boundary_multiple_tables,36 | 35 | 37,35 | 36,"35.—WESTERN AUSTRALIA.—MALE LIFE TABLE, 1901-10—continued. | 36.—WESTERN AUSTRALIA.—FEMALE LIFE TABLE, 1901-10.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0061_role_boundary_multiple_tables_cand_36_35_37_match_35_36.png,,
1911_census_volume_iii_part_xi_life_tables,64,63,boundary_multiple_tables,38 | 37 | 39,37 | 38,"37.—TASMANIA.—MALE LIFE TABLE, 1881-90—continued. | 38.—TASMANIA.—FEMALE LIFE TABLE, 1881-90.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0064_role_boundary_multiple_tables_cand_38_37_39_match_37_38.png,,
1911_census_volume_iii_part_xi_life_tables,66,65,boundary_multiple_tables,39 | 38 | 40,38 | 39,"38.—TASMANIA.—FEMALE LIFE TABLE, 1881-90—continued. | 39.—TASMANIA.—MALE LIFE TABLE, 1891-1900.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0066_role_boundary_multiple_tables_cand_39_38_40_match_38_39.png,,
1911_census_volume_iii_part_xi_life_tables,69,68,boundary_multiple_tables,41 | 40 | 42,40 | 41,"Tasmania.—Female Life Table, 1891–1900 | Tasmania.—Male Life Table, 1901–1910",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0069_role_boundary_multiple_tables_cand_41_40_42_match_40_41.png,,
1911_census_volume_iii_part_xi_life_tables,71,70,boundary_multiple_tables,42 | 41,41 | 42,"41.—TASMANIA.—MALE LIFE TABLE, 1901-10—continued. | 42.—TASMANIA.—FEMALE LIFE TABLE, 1901-10.",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xi_life_tables/p0071_role_boundary_multiple_tables_cand_42_41_match_41_42.png,,
1911_census_volume_iii_part_xii_occupations,312,311,boundary_multiple_tables,28 | 27 | 29,27 | 28,27.—FEMALE POPULATION OF THE | 28.—MALE POPULATION OF THE,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0312_role_boundary_multiple_tables_cand_28_27_29_match_27_28.png,,
1911_census_volume_iii_part_xii_occupations,363,362,non_table,35 | 34 | 36,,,"The page contains a table body, but it appears to be a continuation of a table not listed in the provided candidate list (likely a sub-table for Northern Territory Aboriginals not explicitly indexed as 34 or 35).",output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0363_role_non_table_cand_35_34_36_match_unknown.png,,
1911_census_volume_iii_part_xii_occupations,369,368,non_table,37 | 36 | 38,,,"The page content appears to be a continuation of Table 37, but the provided candidate list indicates Table 37 ends on page 368 (PDF page 369). The visual content matches the structure of Table 37, but it is not explicitly listed as a candidate for this page.",output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0369_role_non_table_cand_37_36_38_match_unknown.png,,
1911_census_volume_iii_part_xii_occupations,411,410,non_table,51 | 50 | 52,,,"The page contains a table, but it does not match the provided candidate table numbers (50, 51, 52). The table on this page appears to be a continuation of a table for Melbourne and Suburbs excluding full-blooded Aboriginals, which is not listed in the candidates.",output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0411_role_non_table_cand_51_50_52_match_unknown.png,,
1911_census_volume_iii_part_xii_occupations,423,422,non_table,57 | 56 | 58,,,"The page contains a table, but it appears to be a continuation of a table not listed in the candidate list (likely related to the previous page's content, possibly Table 57 or a similar demographic breakdown for Adelaide). The provided candidate tables do not match the content shown.",output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0423_role_non_table_cand_57_56_58_match_unknown.png,,
1911_census_volume_iii_part_xii_occupations,429,428,non_table,60 | 59 | 61,,"PERTH AND SUBURBS, according to Occupation and Age blooded Aboriginals","The page contains a table for 'blooded Aboriginals' in Perth and Suburbs, which does not match any of the provided candidate table numbers (59, 60, 61).",output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0429_role_non_table_cand_60_59_61_match_unknown.png,,
1911_census_volume_iii_part_xii_occupations,431,430,non_table,61 | 60 | 62,,,"The page contains a table for Perth and Suburbs, but it does not match the provided candidate table numbers (60, 61, 62) which are for different specific classifications or geographies.",output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0431_role_non_table_cand_61_60_62_match_unknown.png,,
1911_census_volume_iii_part_xii_occupations,435,434,non_table,63 | 62 | 64,,,"The page contains a table, but it is not one of the candidate tables provided (62, 63, 64). The table on this page appears to be a continuation of a table for Hobart and Suburbs excluding full-blooded Aboriginals, which does not match the provided candidate list.",output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0435_role_non_table_cand_63_62_64_match_unknown.png,,
1911_census_volume_iii_part_xii_occupations,437,436,non_table,64 | 63 | 65,,,"The page contains a table body, but it appears to be a continuation of Table 64 (Hobart and Suburbs) which was listed as ending on page 436. The content on this page is for Hobart and Suburbs, Females, classified by Occupation and Grade, which is not explicitly listed as a candidate table for this page.",output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0437_role_non_table_cand_64_63_65_match_unknown.png,,
1911_census_volume_iii_part_xii_occupations,541,540,boundary_multiple_tables,74 | 73 | 75 | 76,74 | 75,74. GRADES OF OCCUPATION IN COUNTIES WITHIN THE STATE OF VICTORIA | 75. GRADES OF OCCUPATION IN CENSUS DISTRICTS WITHIN THE STATE OF QUEENSLAND,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0541_role_boundary_multiple_tables_cand_74_73_75_76_match_74_75.png,,
1911_census_volume_iii_part_xii_occupations,542,541,boundary_multiple_tables,76 | 75 | 77,75 | 76,75.—GRADES OF OCCUPATION IN CENSUS DISTRICTS WITHIN THE STATE OF QUEENSLAND—continued. | 76.—GRADES OF OCCUPATION IN COUNTIES WITHIN THE STATE OF SOUTH AUSTRALIA,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0542_role_boundary_multiple_tables_cand_76_75_77_match_75_76.png,,
1911_census_volume_iii_part_xii_occupations,543,542,boundary_multiple_tables,77 | 76 | 78,76 | 77,76.—GRADES OF OCCUPATION IN COUNTIES WITHIN THE STATE OF SOUTH AUSTRALIA—cont. | 77.—GRADES OF OCCUPATION IN STATISTICAL DISTRICTS WITHIN THE STATE OF WESTERN AUSTRALIA,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0543_role_boundary_multiple_tables_cand_77_76_78_match_76_77.png,,
1911_census_volume_iii_part_xii_occupations,544,543,boundary_multiple_tables,78 | 77 | 79,77 | 78,77.—GRADES OF OCCUPATION IN STATISTICAL DISTRICTS WITHIN THE STATE OF WESTERN AUSTRALIA—continued. | 78.—GRADES OF OCCUPATION IN LOCAL GOVERNMENT AREAS (MUNICIPALITIES) WITHIN THE STATE OF TASMANIA,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0544_role_boundary_multiple_tables_cand_78_77_79_match_77_78.png,,
1911_census_volume_iii_part_xii_occupations,545,544,boundary_multiple_tables,79 | 78 | 80 | 81,79 | 80,79. GRADES OF OCCUPATION IN COUNTIES WITHIN THE NORTHERN TERRITORY | 80. GRADES OF OCCUPATION WITHIN THE FEDERAL CAPITAL TERRITORY,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0545_role_boundary_multiple_tables_cand_79_78_80_81_match_79_80.png,,
1911_census_volume_iii_part_xii_occupations,554,553,boundary_multiple_tables,84 | 83 | 85,84,"Unemployed Persons in the State of Queensland, at the Census of 3rd April, 1911, classified according to Occupation and Period of Unemployment","The page contains the end of table 83 and the start of table 84. Table 83 is not a candidate table for this page index, but it is present.",output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0554_role_boundary_multiple_tables_cand_84_83_85_match_84.png,,
1911_census_volume_iii_part_xii_occupations,566,565,boundary_multiple_tables,89 | 88 | 90 | 91,89 | 90,89.—UNEMPLOYED MALES IN THE COMMONWEALTH OF AUSTRALIA | 90.—UNEMPLOYED MALES IN THE STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0566_role_boundary_multiple_tables_cand_89_88_90_91_match_89_90.png,,
1911_census_volume_iii_part_xii_occupations,568,567,boundary_multiple_tables,91 | 90 | 92,90 | 91,90.—UNEMPLOYED MALES IN THE STATES AND TERRITORIES—continued. | 91.—UNEMPLOYED FEMALES IN THE COMMONWEALTH OF AUSTRALIA,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0568_role_boundary_multiple_tables_cand_91_90_92_match_90_91.png,,
1911_census_volume_iii_part_xiii_dwellings,5,4,boundary_multiple_tables,1 | 2 | 3,1 | 2,"Dwellings Occupied, Unoccupied and Being Built in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911 | Metropolitan and Extra-Metropolitan Area, Population, Density, etc., in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0005_role_boundary_multiple_tables_cand_1_2_3_match_1_2.png,,
1911_census_volume_iii_part_xiii_dwellings,6,5,boundary_multiple_tables,3 | 2 | 4 | 5,3 | 4,"Occupied Dwellings in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Nature of Dwelling | Occupied Dwellings in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Number of Rooms",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0006_role_boundary_multiple_tables_cand_3_2_4_5_match_3_4.png,,
1911_census_volume_iii_part_xiii_dwellings,14,13,boundary_multiple_tables,9 | 8 | 10,8 | 9,"Inmates of Dwellings (classified according to Number of Rooms) in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911 | Inmates of Dwellings (classified according to Materials of which outer walls were built) in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0014_role_boundary_multiple_tables_cand_9_8_10_match_8_9.png,,
1911_census_volume_iii_part_xiii_dwellings,16,15,boundary_multiple_tables,10 | 9 | 11 | 12,10 | 11,"10.—OCCUPIED DWELLINGS IN THE Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Nature of Dwelling and Number of Rooms | 11.—OCCUPIED DWELLINGS IN THE several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Nature of Dwelling and Number of Rooms",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0016_role_boundary_multiple_tables_cand_10_9_11_12_match_10_11.png,,
1911_census_volume_iii_part_xiii_dwellings,17,16,boundary_multiple_tables,10 | 9 | 11 | 12,10 | 11,"Occupied Dwellings in the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Nature of Dwelling and Number of Rooms | Occupied Dwellings in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Nature of Dwelling and Number of Rooms",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0017_role_boundary_multiple_tables_cand_10_9_11_12_match_10_11.png,,
1911_census_volume_iii_part_xiii_dwellings,34,33,boundary_multiple_tables,18 | 17 | 19 | 20,18 | 19,"Occupied Dwellings in the State of Tasmania, at the Census of 3rd April, 1911, classified according to Materials of which outer walls were built and Number of Rooms | Occupied Dwellings in the Northern Territory, at the Census of 3rd April, 1911, classified according to Materials of which outer walls were built and Number of Rooms",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0034_role_boundary_multiple_tables_cand_18_17_19_20_match_18_19.png,,
1911_census_volume_iii_part_xiii_dwellings,35,34,boundary_multiple_tables,18 | 17 | 19 | 20,18 | 19,"Occupied Dwellings in the State of Tasmania, at the Census of 3rd April, 1911, classified according to Materials of which outer walls were built and Number of Rooms | Occupied Dwellings in the Northern Territory, at the Census of 3rd April, 1911, classified according to Materials of which outer walls were built and Number of Rooms",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0035_role_boundary_multiple_tables_cand_18_17_19_20_match_18_19.png,,
1911_census_volume_iii_part_xiii_dwellings,36,35,boundary_multiple_tables,20 | 19 | 21,19 | 20,"19.—OCCUPIED DWELLINGS IN THE | 20.—OCCUPIED DWELLINGS IN At the Census of 3rd April, 1911, classified according to Materials (Exclusive of Dwellings occupied solely",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0036_role_boundary_multiple_tables_cand_20_19_21_match_19_20.png,,
1911_census_volume_iii_part_xiii_dwellings,50,49,boundary_multiple_tables,27 | 26 | 28 | 29,27 | 28,27.—OCCUPIED DWELLINGS IN | 28.—OCCUPIED DWELLINGS IN,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0050_role_boundary_multiple_tables_cand_27_26_28_29_match_27_28.png,,
1911_census_volume_iii_part_xiii_dwellings,51,50,boundary_multiple_tables,27 | 26 | 28 | 29,27 | 28,"Occupied Dwellings in the State of Tasmania, at the Census of 3rd April, 1911, classified according to Materials of which outer walls were built and Number of Inmates | Occupied Dwellings in the Northern Territory, at the Census of 3rd April, 1911, classified according to Materials of which outer walls were built and Number of Inmates",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0051_role_boundary_multiple_tables_cand_27_26_28_29_match_27_28.png,,
1911_census_volume_iii_part_xiii_dwellings,52,51,boundary_multiple_tables,29 | 28 | 30,28 | 29,"28.—OCCUPIED DWELLINGS IN THE | 29.—OCCUPIED DWELLINGS IN At the Census of 3rd April, 1911, Classified according to Materials (Exclusive of Dwellings occupied",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0052_role_boundary_multiple_tables_cand_29_28_30_match_28_29.png,,
1911_census_volume_iii_part_xiii_dwellings,57,56,non_table,31 | 30 | 32,,,"The page contains a table regarding Aboriginals in New South Wales, which is not listed in the provided candidate table numbers.",output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0057_role_non_table_cand_31_30_32_match_unknown.png,,
1911_census_volume_iii_part_xiii_dwellings,100,99,boundary_multiple_tables,46 | 45 | 47 | 48,46 | 47,"46.—OCCUPIED DWELLINGS IN THE NORTHERN TERRITORY, AT THE CENSUS OF 3RD APRIL, 1911, CLASSIFIED ACCORDING TO WEEKLY RENTAL VALUE AND NUMBER OF ROOMS | 47.—OCCUPIED DWELLINGS IN THE FEDERAL TERRITORY, AT THE CENSUS OF 3RD APRIL, 1911, CLASSIFIED ACCORDING TO WEEKLY RENTAL VALUE AND NUMBER OF ROOMS",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0100_role_boundary_multiple_tables_cand_46_45_47_48_match_46_47.png,,
1911_census_volume_iii_part_xiii_dwellings,101,100,boundary_multiple_tables,46 | 45 | 47 | 48,46 | 47,"Occupied Dwellings in the Northern Territory, at the Census of 3rd April, 1911, classified according to Weekly Rental Value and Number of Rooms | Occupied Dwellings in the Federal Territory, at the Census of 3rd April, 1911, classified according to Weekly Rental Value and Number of Rooms",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0101_role_boundary_multiple_tables_cand_46_45_47_48_match_46_47.png,,
1911_census_volume_iii_part_xiii_dwellings,114,113,boundary_multiple_tables,50 | 49 | 51 | 52,50 | 51,"Dwellings, Occupied, Unoccupied and Being Built in the Metropolitan Areas of the several States of the Commonwealth of Australia, at the Census of 3rd April, 1911 | Occupied Dwellings in the Metropolitan Areas of the several States of the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Nature of Dwelling",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0114_role_boundary_multiple_tables_cand_50_49_51_52_match_50_51.png,,
1911_census_volume_iii_part_xiii_dwellings,124,123,boundary_multiple_tables,57 | 56 | 58,56 | 57,"Occupied Private Dwellings in the Metropolitan Areas of the several States of the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Weekly Rental Value and Method of Occupancy | Inmates of Dwellings (classified according to Number of Rooms) in the Metropolitan Areas of the several States of the Commonwealth of Australia, at the Census of 3rd April, 1911",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0124_role_boundary_multiple_tables_cand_57_56_58_match_56_57.png,,
1911_census_volume_iii_part_xiii_dwellings,125,124,boundary_multiple_tables,58 | 57 | 59,57 | 58,"Inmates of Dwellings (classified according to Number of Rooms) in the Metropolitan Areas of the several States of the Commonwealth of Australia, at the Census of 3rd April, 1911 | Inmates of Dwellings (classified according to Materials of which outer walls were built) in the Metropolitan Areas of the several States of the Commonwealth of Australia, at the Census of 3rd April, 1911",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0125_role_boundary_multiple_tables_cand_58_57_59_match_57_58.png,,
1911_census_volume_iii_part_xiii_dwellings,126,125,boundary_multiple_tables,59 | 58 | 60 | 61 | 62,59 | 60 | 61,"Average Number of Inmates per Occupied Private Dwelling (classified according to Number of Rooms) in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911 | Average Number of Inmates per Room in Occupied Private Dwellings (classified according to Number of Rooms) in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911 | Average Weekly Rental Value of Occupied Private Dwellings (classified according to Number of Rooms) in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0126_role_boundary_multiple_tables_cand_59_58_60_61_62_match_59_60_61.png,,
1911_census_volume_iii_part_xiii_dwellings,127,126,boundary_multiple_tables,59 | 58 | 60 | 61 | 62,60 | 61 | 62,"Average Number of Inmates per Room in Occupied Private Dwellings (classified according to Number of Rooms) in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911 | Average Weekly Rental Value of Occupied Private Dwellings (classified according to Number of Rooms) in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911 | Average Weekly Rental Value per Room in Occupied Private Dwellings (classified according to Number of Rooms) in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0127_role_boundary_multiple_tables_cand_59_58_60_61_62_match_60_61_62.png,,
1911_census_volume_iii_part_xiii_dwellings,128,127,boundary_multiple_tables,62 | 61 | 63 | 64,62 | 63,62—AVERAGE WEEKLY RENTAL VALUE PER ROOM IN OCCUPIED PRIVATE DWELLINGS | 63.—AVERAGE WEEKLY RENTAL VALUE PER INMATE IN OCCUPIED PRIVATE,,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0128_role_boundary_multiple_tables_cand_62_61_63_64_match_62_63.png,,
1911_census_volume_iii_part_xiii_dwellings,129,128,boundary_multiple_tables,62 | 61 | 63 | 64,62 | 63,"Average Weekly Rental Value per Room in Occupied Private Dwellings (classified according to Number of Rooms) in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911 | Average Weekly Rental Value per Inmate in Occupied Private Dwellings (classified according to Number of Rooms) in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0129_role_boundary_multiple_tables_cand_62_61_63_64_match_62_63.png,,
1911_census_volume_iii_part_xiii_dwellings,178,177,boundary_multiple_tables,67 | 66 | 68,66 | 67,"Average Weekly Rental Value of Private Dwellings in each County, etc., of the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Number of Rooms | Area, Population, Density, Occupied Dwellings and Rental Values in each County, etc., of the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911",,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0178_role_boundary_multiple_tables_cand_67_66_68_match_66_67.png,,
1911_census_volume_iii_part_xiii_dwellings,186,185,continues,68 | 67,,"Area, Population, Density, Occupied Dwellings, etc., in each Local Government Area of the several States of the Commonwealth of Australia, at the Census of 3rd April, 1911","The page header indicates Table 69, but the candidate list provided only includes Table 68 as the final table. The content matches the topic of Table 68.",output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0186_role_continues_cand_68_67_match_unknown.png,,
1911_census_volume_iii_part_xiii_dwellings,200,199,non_table,68 | 67,,,The provided page is blank.,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0200_role_non_table_cand_68_67_match_unknown.png,,
